"Date","Tournament","Home.Team","Away.Team","Period","Clock","Offense.Team","Defense.Team","Offense.Team.Skaters","Defense.Team.Skaters","Offense.Team.Goals","Defense.Team.Goals","Player","Event","X.Coordinate","Y.Coordinate","Detail.1","Detail.2","Detail.3","Detail.4","Player.2","X.Coordinate.2","Y.Coordinate.2","sequence","pass_cluster"
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,627,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,1,1,"Ann-Sophie Bettez","Incomplete Play",62,3,"Direct","","","","Laura Fortino",38,40,16738,9
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,630,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,1,1,"Kacey Bellamy","Play",40,10,"Direct","","","","Kendall Coyne Schofield",90,7,16740,5
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,632,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,1,1,"Megan Bozek","Play",51,26,"Direct","","","","Kacey Bellamy",32,17,16740,9
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,634,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,1,1,"Kendall Coyne Schofield","Play",70,42,"Direct","","","","Megan Bozek",58,24,16740,9
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,636,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,1,1,"Ann-Sophie Bettez","Incomplete Play",85,8,"Direct","","","","Rebecca Johnston",83,42,16742,4
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,639,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,1,1,"Brianna Decker","Incomplete Play",184,4,"Direct","","","","Kendall Coyne Schofield",177,7,16744,7
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,660,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,1,1,"Emily Pfalzer","Incomplete Play",68,10,"Direct","","","","Gigi Marvin",105,36,16753,5
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,662,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,1,1,"Lee Stecklein","Play",66,12,"Direct","","","","Emily Pfalzer",55,38,16754,9
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,665,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,1,1,"Brigette Lacquette","Incomplete Play",37,36,"Direct","","","","Ann-Sophie Bettez",69,15,16756,6
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,667,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,1,1,"Rebecca Johnston","Play",61,7,"Direct","","","","Brigette Lacquette",42,36,16757,9
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,670,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,1,1,"Emily Pfalzer","Play",78,12,"Direct","","","","Amanda Kessel",111,3,16759,4
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,671,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,1,1,"Lee Stecklein","Play",78,38,"Direct","","","","Emily Pfalzer",70,26,16760,9
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,675,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,1,"Laura Stacey","Play",167,14,"Direct","","","","Marie-Philip Poulin",173,40,16763,8
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,685,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,1,0,"Brianna Decker","Incomplete Play",35,41,"Direct","","","","Hilary Knight",56,30,16770,6
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,709,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,1,"Jocelyne Larocque","Play",140,11,"Direct","","","","Jamie Lee Rattray",170,14,16778,8
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,710,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,1,"Erin Ambrose","Play",134,12,"Direct","","","","Jocelyne Larocque",136,21,16778,3
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,717,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,1,"Erin Ambrose","Play",100,18,"Direct","","","","Blayre Turnbull",118,7,16778,4
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,721,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,1,"Jocelyne Larocque","Play",25,21,"Direct","","","","Erin Ambrose",35,37,16778,2
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,732,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,1,"Natalie Spooner","Incomplete Play",193,19,"Direct","","","","Victoria Bach",170,31,16783,7
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,745,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,1,"Brigette Lacquette","Play",6,37,"Direct","","","","Sarah Nurse",52,4,16790,6
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,748,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,1,"Halli Krzyzaniak","Play",44,8,"Direct","","","","Brigette Lacquette",19,36,16790,2
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,768,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,1,"Sarah Nurse","Incomplete Play",113,4,"Direct","","","","Natalie Spooner",137,13,16796,1
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,770,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,1,"Brigette Lacquette","Play",57,23,"Direct","","","","Sarah Nurse",85,5,16797,5
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,772,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,1,"Halli Krzyzaniak","Play",64,10,"Direct","","","","Brigette Lacquette",52,36,16797,9
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,774,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,1,"Natalie Spooner","Play",84,41,"Direct","","","","Halli Krzyzaniak",64,23,16798,9
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,781,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,0,0,"Kacey Bellamy","Play",135,34,"Direct","","","","Alex Carpenter",140,20,16801,1
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,783,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,0,0,"Emily Pfalzer","Play",169,13,"Direct","","","","Kacey Bellamy",132,37,16801,3
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,785,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,0,0,"Kacey Bellamy","Play",133,27,"Direct","","","","Emily Pfalzer",153,8,16801,1
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,787,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,0,0,"Amanda Kessel","Play",141,6,"Direct","","","","Kacey Bellamy",128,28,16801,3
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,792,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,0,0,"Alex Carpenter","Play",166,4,"Direct","","","","Emily Pfalzer",149,5,16801,10
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,798,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,0,0,"Kacey Bellamy","Play",84,18,"Direct","","","","Alex Carpenter",101,26,16802,4
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,803,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,0,0,"Emily Pfalzer","Play",148,6,"Direct","","","","Kacey Bellamy",130,42,16803,3
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,806,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,0,0,"Kacey Bellamy","Play",137,14,"Direct","","","","Emily Pfalzer",139,8,16803,1
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,807,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,0,0,"Gigi Marvin","Play",184,9,"Direct","","","","Kacey Bellamy",140,4,16803,10
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,809,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,0,0,"Kacey Bellamy","Play",156,13,"Direct","","","","Gigi Marvin",192,19,16803,8
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,814,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,0,0,"Alex Carpenter","Play",165,2,"Direct","","","","Kacey Bellamy",132,8,16804,10
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,823,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,0,0,"Dani Cameranesi","Incomplete Play",120,25,"Direct","","","","Hilary Knight",126,3,16810,1
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,824,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,0,0,"Megan Bozek","Play",115,8,"Direct","","","","Dani Cameranesi",121,30,16811,4
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,840,"Olympic (Women) - Canada","Olympic (Women) - United States",4,5,0,0,"Jocelyne Larocque","Play",73,17,"Direct","","","","Brigette Lacquette",61,33,16814,9
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,856,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,0,0,"Sidney Morin","Play",132,18,"Direct","","","","Megan Bozek",148,19,16821,1
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,858,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,0,0,"Hilary Knight","Play",166,2,"Direct","","","","Sidney Morin",130,15,16821,10
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,860,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,0,0,"Hannah Brandt","Play",148,5,"Direct","","","","Hilary Knight",177,12,16821,8
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,862,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,0,0,"Sidney Morin","Play",136,8,"Direct","","","","Hannah Brandt",151,4,16821,1
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,864,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,0,0,"Hannah Brandt","Play",165,30,"Direct","","","","Sidney Morin",138,5,16826,10
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,866,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,0,0,"Kendall Coyne Schofield","Play",148,18,"Direct","","","","Hilary Knight",158,28,16827,8
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,873,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,0,"Jocelyne Larocque","Play",54,4,"Direct","","","","Natalie Spooner",89,32,16830,5
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,886,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,0,"Rebecca Leslie","Incomplete Play",62,2,"Direct","","","","Brianne Jenner",71,19,16834,9
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,887,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,0,"Erin Ambrose","Play",30,4,"Direct","","","","Rebecca Leslie",62,2,16835,6
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,898,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,0,"Jillian Saulnier","Incomplete Play",148,12,"Direct","","","","Brianne Jenner",146,23,16839,3
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,901,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,0,0,"Lee Stecklein","Incomplete Play",12,27,"Direct","","","","Kendall Coyne Schofield",59,2,16841,6
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,912,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,0,0,"Sidney Morin","Incomplete Play",3,28,"Direct","","","","Zoe Hickel",36,21,16847,2
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,922,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,0,"Brigette Lacquette","Play",46,42,"Direct","","","","Jillian Saulnier",79,8,16849,5
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,923,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,0,"Halli Krzyzaniak","Play",39,15,"Direct","","","","Brigette Lacquette",39,40,16849,9
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,935,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,0,0,"Emily Pfalzer","Play",48,2,"Direct","","","","Kacey Bellamy",104,4,16855,5
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,938,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,0,"Marie-Philip Poulin","Incomplete Play",99,16,"Direct","","","","Ann-Sophie Bettez",102,4,16858,4
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,943,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,0,"Brigette Lacquette","Play",14,33,"Direct","","","","Marie-Philip Poulin",52,26,16863,6
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,966,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,0,"Ann-Sophie Bettez","Play",162,13,"Direct","","","","Marie-Philip Poulin",141,23,16875,10
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,973,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,0,"Ann-Sophie Bettez","Play",184,8,"Direct","","","","Renata Fast",134,9,16880,10
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,991,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,0,"Blayre Turnbull","Play",156,9,"Direct","","","","Laura Stacey",157,30,16884,8
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,994,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,0,"Jamie Lee Rattray","Play",118,36,"Direct","","","","Blayre Turnbull",134,4,16885,1
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,998,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,0,0,"Dana Trivigno","Incomplete Play",21,4,"Direct","","","","Haley Skarupa",104,29,16887,5
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,1012,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,0,"Laura Stacey","Play",136,10,"Direct","","","","Erin Ambrose",134,40,16893,3
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,1013,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,0,"Jocelyne Larocque","Play",157,15,"Direct","","","","Laura Stacey",136,4,16893,10
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,1016,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,0,"Jamie Lee Rattray","Incomplete Play",153,7,"Direct","","","","Laura Stacey",144,39,16894,3
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,1019,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,0,0,"Dana Trivigno","Incomplete Play",21,4,"Direct","","","","Amanda Pelkey",60,3,16896,6
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,1027,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,0,"Natalie Spooner","Play",168,4,"Direct","","","","Jocelyne Larocque",155,34,16901,10
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,1048,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,0,"Renata Fast","Play",49,19,"Direct","","","","Sarah Nurse",87,37,16907,5
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,1055,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,0,0,"Sidney Morin","Play",13,21,"Direct","","","","Hannah Brandt",33,32,16910,2
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,1065,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,0,"Natalie Spooner","Play",142,19,"Direct","","","","Renata Fast",128,36,16913,3
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,1067,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,0,0,"Sidney Morin","Incomplete Play",67,2,"Direct","","","","Hannah Brandt",69,3,16915,9
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,1069,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,0,0,"Hannah Brandt","Incomplete Play",74,6,"Direct","","","","Hilary Knight",78,11,16916,9
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,1069,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,0,"Natalie Spooner","Incomplete Play",115,6,"Direct","","","","Jillian Saulnier",120,2,16918,4
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,1074,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,0,0,"Hilary Knight","Incomplete Play",31,40,"Direct","","","","Dani Cameranesi",50,4,16921,6
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,1075,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,0,0,"Hannah Brandt","Play",30,20,"Direct","","","","Hilary Knight",31,40,16922,2
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,1076,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,0,0,"Dani Cameranesi","Play",35,1,"Direct","","","","Hannah Brandt",30,20,16923,6
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,1089,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,0,"Brigette Lacquette","Play",4,41,"Direct","","","","Rebecca Leslie",63,3,16928,6
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,1093,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,0,0,"Hannah Brandt","Incomplete Play",170,6,"Direct","","","","Sidney Morin",136,18,16929,10
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,1112,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,0,0,"Emily Pfalzer","Incomplete Play",15,15,"Direct","","","","Amanda Kessel",37,3,16936,6
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,1116,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,0,"Rebecca Johnston","Play",131,15,"Direct","","","","Marie-Philip Poulin",139,29,16938,3
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,1118,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,0,"Marie-Philip Poulin","Play",90,41,"Direct","","","","Rebecca Johnston",108,23,16938,4
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,1119,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,0,"Ann-Sophie Bettez","Play",63,5,"Direct","","","","Marie-Philip Poulin",76,33,16938,9
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,1121,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,0,"Brigette Lacquette","Play",27,18,"Direct","","","","Ann-Sophie Bettez",47,4,16938,6
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,1126,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,0,"Rebecca Johnston","Play",84,21,"Direct","","","","Halli Krzyzaniak",52,7,16938,9
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,1127,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,0,0,"Gigi Marvin","Incomplete Play",96,4,"Direct","","","","Amanda Kessel",84,38,16939,4
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,1133,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,0,"Rebecca Johnston","Incomplete Play",164,8,"Direct","","","","Ann-Sophie Bettez",173,38,16945,8
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,1139,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,0,0,"Kacey Bellamy","Incomplete Play",72,3,"Direct","","","","Alex Carpenter",57,16,16948,9
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,1143,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,0,"Rebecca Johnston","Incomplete Play",60,21,"Direct","","","","Ann-Sophie Bettez",113,40,16950,5
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,1147,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,0,"Jocelyne Larocque","Incomplete Play",83,2,"Direct","","","","Ann-Sophie Bettez",92,16,16951,4
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,1149,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,0,0,"Kacey Bellamy","Incomplete Play",91,3,"Direct","","","","Hayley Scamurra",102,17,16953,4
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,1158,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,0,0,"Megan Bozek","Incomplete Play",22,4,"Direct","","","","Hayley Scamurra",65,3,16958,6
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,1180,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,0,0,"Brianna Decker","Play",128,25,"Direct","","","","Kendall Coyne Schofield",140,4,16966,1
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,1183,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,0,"Jamie Lee Rattray","Incomplete Play",35,15,"Direct","","","","Laura Stacey",74,2,16968,6
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,1185,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,0,"Laura Fortino","Play",6,27,"Direct","","","","Jamie Lee Rattray",37,8,16969,6
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,1187,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,0,"Renata Fast","Play",5,17,"Direct","","","","Laura Fortino",3,35,16969,2
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",1,1197,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,0,0,"Blayre Turnbull","Play",95,38,"Direct","","","","Laura Fortino",85,19,16974,4
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,4,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Gigi Marvin","Play",183,25,"Direct","","","","Shelly Picard",143,15,16977,10
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,7,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Megan Bozek","Incomplete Play",156,18,"Direct","","","","Dani Cameranesi",186,29,16978,8
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,11,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Dani Cameranesi","Incomplete Play",196,33,"Direct","","","","Hannah Brandt",181,25,16979,7
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,26,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,3,2,"Blayre Turnbull","Incomplete Play",144,25,"Direct","","","","Sarah Nurse",159,36,16983,3
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,37,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Amanda Kessel","Play",102,2,"Direct","","","","Gigi Marvin",122,16,16989,4
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,40,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Sidney Morin","Play",27,22,"Direct","","","","Amanda Kessel",48,4,16989,6
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,46,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,2,3,"Kaitlin Burt","Play",14,28,"Direct","","","","Sidney Morin",6,25,16989,2
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,54,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,2,3,"Amanda Kessel","Incomplete Play",175,21,"Direct","","","","Alex Carpenter",166,41,16994,7
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,57,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,2,3,"Alex Carpenter","Play",111,4,"Direct","","","","Amanda Kessel",124,11,16995,4
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,59,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,2,3,"Kaitlin Burt","Play",26,16,"Direct","","","","Alex Carpenter",97,6,16996,5
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,68,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,2,3,"Emily Pfalzer","Play",144,6,"Direct","","","","Kacey Bellamy",131,42,17000,3
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,70,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,2,3,"Kacey Bellamy","Play",133,32,"Direct","","","","Emily Pfalzer",157,8,17000,1
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,72,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,2,3,"Emily Pfalzer","Play",151,25,"Direct","","","","Kacey Bellamy",130,42,17000,3
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,77,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,2,3,"Kacey Bellamy","Play",130,41,"Direct","","","","Brianna Decker",141,11,17002,1
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,79,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,2,3,"Hayley Scamurra","Play",147,5,"Direct","","","","Kacey Bellamy",131,34,17002,3
