"Date","Year","Tournament","Home.Team","Away.Team","Period","Clock","Home.Team.Skaters","Away.Team.Skaters","Home.Team.Goals","Away.Team.Goals","Player.Team","Player","Event","X.Coordinate","Y.Coordinate","Detail.1","Detail.2","Detail.3","Detail.4","Player.2","X.Coordinate.2","Y.Coordinate.2"
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1141,5,5,0,2,"Olympic (Women) - Canada","Laura Fortino","Puck Recovery",3,42,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1141,5,5,0,2,"Olympic (Women) - Canada","Laura Fortino","Incomplete Play",3,42,"Indirect","","","","Laura Stacey",32,81
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1139,5,5,0,2,"Olympic (Women) - United States","Lee Stecklein","Takeaway",174,3,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1139,5,5,0,2,"Olympic (Women) - United States","Lee Stecklein","Play",174,3,"Indirect","","","","Brianna Decker",194,16
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1134,5,5,0,2,"Olympic (Women) - United States","Brianna Decker","Play",197,21,"Direct","","","","Alex Carpenter",197,29
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1132,5,5,0,2,"Olympic (Women) - Canada","Blayre Turnbull","Takeaway",3,56,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1130,5,5,0,2,"Olympic (Women) - Canada","Blayre Turnbull","Play",17,21,"Indirect","","","","Jamie Lee Rattray",49,9
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1128,5,5,0,2,"Olympic (Women) - Canada","Jamie Lee Rattray","Play",78,10,"Direct","","","","Laura Stacey",90,19
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1126,5,5,0,2,"Olympic (Women) - Canada","Laura Stacey","Dump In/Out",115,4,"Lost","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1126,5,5,0,2,"Olympic (Women) - Canada","Laura Stacey","Zone Entry",115,4,"Dumped","","","","Shelly Picard",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1123,5,5,0,2,"Olympic (Women) - United States","Lee Stecklein","Puck Recovery",4,64,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1121,5,5,0,2,"Olympic (Women) - United States","Lee Stecklein","Play",6,32,"Direct","","","","Alex Carpenter",49,3
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1119,5,5,0,2,"Olympic (Women) - Canada","Brianne Jenner","Takeaway",154,81,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1119,5,5,0,2,"Olympic (Women) - Canada","Brianne Jenner","Incomplete Play",154,81,"Indirect","","","","Laura Stacey",187,51
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1116,5,5,0,2,"Olympic (Women) - United States","Shelly Picard","Puck Recovery",3,65,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1116,5,5,0,2,"Olympic (Women) - United States","Shelly Picard","Play",3,65,"Indirect","","","","Amanda Kessel",48,83
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1115,5,5,0,2,"Olympic (Women) - United States","Amanda Kessel","Dump In/Out",48,83,"Lost","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1114,5,5,0,2,"Olympic (Women) - Canada","Jillian Saulnier","Puck Recovery",130,11,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1112,5,5,0,2,"Olympic (Women) - Canada","Jillian Saulnier","Incomplete Play",129,10,"Indirect","","","","Brianne Jenner",182,28
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1109,5,5,0,2,"Olympic (Women) - United States","Lee Stecklein","Puck Recovery",5,53,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1107,5,5,0,2,"Olympic (Women) - United States","Lee Stecklein","Play",17,24,"Direct","","","","Brianna Decker",38,27
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1106,5,5,0,2,"Olympic (Women) - United States","Brianna Decker","Play",39,23,"Direct","","","","Shelly Picard",26,53
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1104,5,5,0,2,"Olympic (Women) - United States","Shelly Picard","Incomplete Play",36,58,"Direct","","","","Amanda Kessel",80,79
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1102,5,5,0,2,"Olympic (Women) - Canada","Brigette Lacquette","Puck Recovery",111,5,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1102,5,5,0,2,"Olympic (Women) - Canada","Brigette Lacquette","Play",104,7,"Direct","","","","Halli Krzyzaniak",70,42
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1101,5,5,0,2,"Olympic (Women) - Canada","Halli Krzyzaniak","Play",70,42,"Direct","","","","Brianne Jenner",107,73
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1098,5,5,0,2,"Olympic (Women) - Canada","Brianne Jenner","Dump In/Out",118,82,"Lost","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1098,5,5,0,2,"Olympic (Women) - Canada","Brianne Jenner","Zone Entry",118,82,"Dumped","","","","Lee Stecklein",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1095,5,5,0,2,"Olympic (Women) - United States","Shelly Picard","Puck Recovery",2,46,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1091,5,5,0,2,"Olympic (Women) - United States","Shelly Picard","Play",5,34,"Direct","","","","Alex Carpenter",31,11
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1082,5,5,0,2,"Olympic (Women) - United States","Hilary Knight","Puck Recovery",52,8,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1078,5,5,0,2,"Olympic (Women) - United States","Hilary Knight","Zone Entry",126,42,"Carried","","","","Halli Krzyzaniak",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1078,5,5,0,2,"Olympic (Women) - United States","Hilary Knight","Play",137,40,"Direct","","","","Savannah Harmon",146,15
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1076,5,5,0,2,"Olympic (Women) - United States","Savannah Harmon","Shot",170,17,"Snapshot","Blocked","f","f","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1074,5,5,0,2,"Olympic (Women) - United States","Dana Trivigno","Faceoff Win",169,21,"Backhand","","","","Victoria Bach",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1073,5,5,0,2,"Olympic (Women) - United States","Savannah Harmon","Puck Recovery",149,3,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1073,5,5,0,2,"Olympic (Women) - United States","Savannah Harmon","Shot",156,8,"Wristshot","Missed","t","f","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1070,5,5,0,2,"Olympic (Women) - United States","Emily Pfalzer","Puck Recovery",146,83,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1070,5,5,0,2,"Olympic (Women) - United States","Emily Pfalzer","Play",146,83,"Direct","","","","Dani Cameranesi",189,78
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1069,5,5,0,2,"Olympic (Women) - United States","Dani Cameranesi","Play",189,78,"Indirect","","","","Savannah Harmon",176,3
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1064,5,5,0,2,"Olympic (Women) - United States","Savannah Harmon","Play",193,10,"Indirect","","","","Dani Cameranesi",198,45
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1062,5,5,0,2,"Olympic (Women) - United States","Dani Cameranesi","Play",191,51,"Direct","","","","Emily Pfalzer",167,59
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1062,5,5,0,2,"Olympic (Women) - United States","Emily Pfalzer","Shot",167,59,"Snapshot","On Net","f","t","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1059,5,5,0,2,"Olympic (Women) - United States","Savannah Harmon","Puck Recovery",165,10,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1057,5,5,0,2,"Olympic (Women) - Canada","Marie-Philip Poulin","Faceoff Win",80,20,"Backhand","","","","Dana Trivigno",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1056,5,5,0,2,"Olympic (Women) - Canada","Laura Fortino","Puck Recovery",55,4,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1054,5,5,0,2,"Olympic (Women) - Canada","Laura Fortino","Play",32,19,"Direct","","","","Renata Fast",28,65
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1050,5,5,0,2,"Olympic (Women) - Canada","Renata Fast","Play",82,75,"Direct","","","","Marie-Philip Poulin",93,58
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1047,5,5,0,2,"Olympic (Women) - Canada","Marie-Philip Poulin","Zone Entry",124,39,"Carried","","","","Megan Bozek",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1046,5,5,0,2,"Olympic (Women) - United States","Dana Trivigno","Faceoff Win",80,65,"Backhand","","","","Marie-Philip Poulin",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1045,5,5,0,2,"Olympic (Women) - United States","Megan Bozek","Puck Recovery",64,79,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1044,5,5,0,2,"Olympic (Women) - United States","Megan Bozek","Play",61,73,"Direct","","","","Kacey Bellamy",53,27
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1042,5,5,0,2,"Olympic (Women) - United States","Kacey Bellamy","Play",60,20,"Direct","","","","Dana Trivigno",87,30
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1040,5,5,0,2,"Olympic (Women) - United States","Kacey Bellamy","Puck Recovery",91,3,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1040,5,5,0,2,"Olympic (Women) - United States","Kacey Bellamy","Incomplete Play",91,3,"Direct","","","","Dani Cameranesi",121,3
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1038,5,5,0,2,"Olympic (Women) - Canada","Marie-Philip Poulin","Puck Recovery",75,76,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1038,5,5,0,2,"Olympic (Women) - Canada","Marie-Philip Poulin","Play",62,74,"Direct","","","","Laura Fortino",42,39
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1036,5,5,0,2,"Olympic (Women) - Canada","Laura Fortino","Play",29,42,"Indirect","","","","Renata Fast",22,79
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1031,5,5,0,2,"Olympic (Women) - Canada","Renata Fast","Play",4,61,"Direct","","","","Laura Fortino",8,34
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1028,5,5,0,2,"Olympic (Women) - Canada","Laura Fortino","Play",29,22,"Direct","","","","Marie-Philip Poulin",66,40
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1027,5,5,0,2,"Olympic (Women) - Canada","Marie-Philip Poulin","Dump In/Out",94,34,"Lost","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1027,5,5,0,2,"Olympic (Women) - Canada","Marie-Philip Poulin","Zone Entry",94,34,"Dumped","","","","Megan Bozek",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1023,5,5,0,2,"Olympic (Women) - United States","Dani Cameranesi","Puck Recovery",12,75,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1023,5,5,0,2,"Olympic (Women) - United States","Dani Cameranesi","Play",12,75,"Indirect","","","","Kacey Bellamy",4,30
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1018,5,5,0,2,"Olympic (Women) - United States","Kacey Bellamy","Play",42,13,"Direct","","","","Dana Trivigno",61,3
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1017,5,5,0,2,"Olympic (Women) - United States","Dana Trivigno","Incomplete Play",61,3,"Direct","","","","Hilary Knight",109,30
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1016,5,5,0,2,"Olympic (Women) - Canada","Erin Ambrose","Puck Recovery",92,83,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1016,5,5,0,2,"Olympic (Women) - Canada","Erin Ambrose","Play",92,83,"Direct","","","","Laura Stacey",95,75
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1015,5,5,0,2,"Olympic (Women) - Canada","Laura Stacey","Play",95,75,"Direct","","","","Blayre Turnbull",110,81
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1012,5,5,0,2,"Olympic (Women) - Canada","Blayre Turnbull","Zone Entry",124,79,"Carried","","","","Megan Bozek",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1007,5,5,0,2,"Olympic (Women) - Canada","Blayre Turnbull","Play",151,81,"Indirect","","","","Laura Stacey",196,60
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1002,5,5,0,2,"Olympic (Women) - Canada","Laura Stacey","Play",176,82,"Direct","","","","Erin Ambrose",132,81
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,1001,5,5,0,2,"Olympic (Women) - Canada","Erin Ambrose","Shot",136,76,"Slapshot","On Net","t","f","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,997,5,5,0,2,"Olympic (Women) - Canada","Jocelyne Larocque","Puck Recovery",158,11,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,997,5,5,0,2,"Olympic (Women) - Canada","Jocelyne Larocque","Shot",158,11,"Snapshot","On Net","f","f","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,996,5,5,0,2,"Olympic (Women) - Canada","Jamie Lee Rattray","Puck Recovery",194,31,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,994,5,5,0,2,"Olympic (Women) - United States","Kacey Bellamy","Puck Recovery",5,38,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,993,5,5,0,2,"Olympic (Women) - United States","Kacey Bellamy","Play",11,23,"Direct","","","","Haley Skarupa",45,6
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,990,5,5,0,2,"Olympic (Women) - United States","Haley Skarupa","Play",70,17,"Direct","","","","Hilary Knight",100,20
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,989,5,5,0,2,"Olympic (Women) - United States","Hilary Knight","Dump In/Out",100,20,"Lost","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,985,5,5,0,2,"Olympic (Women) - Canada","Shannon Szabados","Puck Recovery",1,41,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,984,5,5,0,2,"Olympic (Women) - Canada","Shannon Szabados","Play",3,45,"Direct","","","","Brianne Jenner",11,74
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,983,5,5,0,2,"Olympic (Women) - Canada","Brianne Jenner","Incomplete Play",14,74,"Direct","","","","Jamie Lee Rattray",40,30
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,979,5,5,0,2,"Olympic (Women) - United States","Sidney Morin","Puck Recovery",92,75,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,979,5,5,0,2,"Olympic (Women) - United States","Sidney Morin","Play",92,75,"Indirect","","","","Amanda Pelkey",102,77
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,974,5,5,0,2,"Olympic (Women) - United States","Amanda Pelkey","Zone Entry",125,5,"Carried","","","","Erin Ambrose",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,974,5,5,0,2,"Olympic (Women) - Canada","Erin Ambrose","Takeaway",63,82,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,972,5,5,0,2,"Olympic (Women) - Canada","Erin Ambrose","Dump In/Out",61,83,"Lost","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,971,5,5,0,2,"Olympic (Women) - United States","Hayley Scamurra","Puck Recovery",121,2,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,970,5,5,0,2,"Olympic (Women) - United States","Hayley Scamurra","Play",103,6,"Direct","","","","Sidney Morin",85,39
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,968,5,5,0,2,"Olympic (Women) - United States","Sidney Morin","Play",78,50,"Direct","","","","Amanda Pelkey",115,49
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,967,5,5,0,2,"Olympic (Women) - United States","Amanda Pelkey","Dump In/Out",115,49,"Lost","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,967,5,5,0,2,"Olympic (Women) - United States","Amanda Pelkey","Zone Entry",115,49,"Dumped","","","","Erin Ambrose",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,964,5,5,0,2,"Olympic (Women) - Canada","Erin Ambrose","Puck Recovery",13,56,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,963,5,5,0,2,"Olympic (Women) - Canada","Erin Ambrose","Play",4,42,"Indirect","","","","Brianne Jenner",7,53
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,961,5,5,0,2,"Olympic (Women) - Canada","Brianne Jenner","Incomplete Play",11,72,"Direct","","","","Rebecca Leslie",50,81
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,956,5,5,0,2,"Olympic (Women) - United States","Savannah Harmon","Puck Recovery",38,8,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,955,5,5,0,2,"Olympic (Women) - United States","Savannah Harmon","Play",26,11,"Indirect","","","","Sidney Morin",7,54
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,950,5,5,0,2,"Olympic (Women) - Canada","Rebecca Leslie","Puck Recovery",194,18,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,950,5,5,0,2,"Olympic (Women) - United States","Savannah Harmon","Takeaway",6,70,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,950,5,5,0,2,"Olympic (Women) - United States","Savannah Harmon","Play",6,70,"Indirect","","","","Sidney Morin",12,62
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,946,5,5,0,2,"Olympic (Women) - United States","Sidney Morin","Play",13,33,"Direct","","","","Kendall Coyne Schofield",37,4
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,944,5,5,0,2,"Olympic (Women) - United States","Kendall Coyne Schofield","Incomplete Play",80,13,"Direct","","","","Gigi Marvin",125,55
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,943,5,5,0,2,"Olympic (Women) - United States","Kendall Coyne Schofield","Zone Entry",121,43,"Played","","","","Brigette Lacquette",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,940,5,5,0,2,"Olympic (Women) - United States","Kendall Coyne Schofield","Puck Recovery",131,22,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,939,5,5,0,2,"Olympic (Women) - United States","Hannah Brandt","Faceoff Win",120,21,"Forehand","","","","Victoria Bach",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,937,5,5,0,2,"Olympic (Women) - United States","Shelly Picard","Puck Recovery",90,19,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,934,5,5,0,2,"Olympic (Women) - United States","Shelly Picard","Play",61,9,"Direct","","","","Lee Stecklein",36,47
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,932,5,5,0,2,"Olympic (Women) - United States","Lee Stecklein","Play",47,60,"Direct","","","","Kendall Coyne Schofield",93,73
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,930,5,5,0,2,"Olympic (Women) - United States","Kendall Coyne Schofield","Zone Entry",125,78,"Carried","","","","Laura Fortino",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,930,5,5,0,2,"Olympic (Women) - Canada","Laura Fortino","Takeaway",75,7,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,930,5,5,0,2,"Olympic (Women) - Canada","Laura Fortino","Play",75,7,"Direct","","","","Renata Fast",40,20
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,926,5,5,0,2,"Olympic (Women) - Canada","Renata Fast","Play",4,23,"Indirect","","","","Laura Fortino",17,4
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,924,5,5,0,2,"Olympic (Women) - Canada","Laura Fortino","Play",26,5,"Direct","","","","Victoria Bach",51,20
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,920,5,5,0,2,"Olympic (Women) - Canada","Victoria Bach","Zone Entry",124,41,"Carried","","","","Shelly Picard",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,919,5,5,0,2,"Olympic (Women) - Canada","Victoria Bach","Incomplete Play",160,70,"Direct","","","","Sarah Nurse",164,42
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,915,5,5,0,2,"Olympic (Women) - Canada","Laura Fortino","Puck Recovery",177,2,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,912,5,5,0,2,"Olympic (Women) - Canada","Laura Fortino","Play",171,2,"Indirect","","","","Victoria Bach",197,28
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,902,5,5,0,2,"Olympic (Women) - United States","Lee Stecklein","Puck Recovery",4,58,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,901,5,5,0,2,"Olympic (Women) - United States","Lee Stecklein","Incomplete Play",5,69,"Indirect","","","","Gigi Marvin",40,65
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,899,5,5,0,2,"Olympic (Women) - Canada","Rebecca Johnston","Puck Recovery",129,1,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,896,5,5,0,2,"Olympic (Women) - Canada","Rebecca Johnston","Play",130,34,"Direct","","","","Halli Krzyzaniak",140,72
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,895,5,5,0,2,"Olympic (Women) - Canada","Halli Krzyzaniak","Shot",150,72,"Wristshot","Blocked","t","f","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,894,5,5,0,2,"Olympic (Women) - United States","Hannah Brandt","Puck Recovery",45,66,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,887,5,5,0,2,"Olympic (Women) - United States","Gigi Marvin","Puck Recovery",103,79,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,887,5,5,0,2,"Olympic (Women) - United States","Gigi Marvin","Dump In/Out",103,79,"Lost","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,885,5,5,0,2,"Olympic (Women) - Canada","Halli Krzyzaniak","Puck Recovery",66,48,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,882,5,5,0,2,"Olympic (Women) - Canada","Halli Krzyzaniak","Dump In/Out",110,80,"Lost","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,882,5,5,0,2,"Olympic (Women) - Canada","Halli Krzyzaniak","Zone Entry",110,80,"Dumped","","","","Kacey Bellamy",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,879,5,5,0,2,"Olympic (Women) - United States","Emily Pfalzer","Puck Recovery",20,81,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,879,5,5,0,2,"Olympic (Women) - United States","Emily Pfalzer","Incomplete Play",20,81,"Indirect","","","","Amanda Kessel",41,84
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,876,5,5,0,2,"Olympic (Women) - Canada","Rebecca Johnston","Puck Recovery",147,1,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,876,5,5,0,2,"Olympic (Women) - Canada","Rebecca Johnston","Play",147,1,"Direct","","","","Brigette Lacquette",130,18
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,875,5,5,0,2,"Olympic (Women) - Canada","Brigette Lacquette","Play",131,32,"Indirect","","","","Ann-Sophie Bettez",192,24
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,871,5,5,0,2,"Olympic (Women) - Canada","Ann-Sophie Bettez","Play",188,10,"Indirect","","","","Marie-Philip Poulin",196,21
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,854,5,5,0,2,"Olympic (Women) - United States","Emily Pfalzer","Puck Recovery",20,82,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,854,5,5,0,2,"Olympic (Women) - United States","Emily Pfalzer","Play",20,82,"Indirect","","","","Brianna Decker",12,78
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,852,5,5,0,2,"Olympic (Women) - United States","Brianna Decker","Play",4,67,"Indirect","","","","Alex Carpenter",46,4
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,850,5,5,0,2,"Olympic (Women) - United States","Alex Carpenter","Incomplete Play",51,5,"Direct","","","","Amanda Kessel",75,17
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,846,5,5,0,2,"Olympic (Women) - Canada","Brigette Lacquette","Puck Recovery",51,70,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,842,5,5,0,2,"Olympic (Women) - Canada","Brigette Lacquette","Play",23,81,"Direct","","","","Ann-Sophie Bettez",57,82
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,841,5,5,0,2,"Olympic (Women) - Canada","Ann-Sophie Bettez","Dump In/Out",60,82,"Lost","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,840,5,5,0,2,"Olympic (Women) - United States","Kacey Bellamy","Puck Recovery",97,8,"","","","","",NA,NA
2019-02-17,2019,"Olympics 2018","Women - United States","Women - Canada",3,839,5,5,0,2,"Olympic (Women) - United States","Kacey Bellamy","Play",97,17,"Direct","","","","Emily Pfalzer",99,58
