"player_name","clock_seconds","x_coord","y_coord","def_in_frame","min_dist_from_pl","min_dist_from_pl_name","sec_dist_from_pl","sec_dist_from_pl_name","num_def_near_pl","pass_rushed","reciever_crowded","pass_distance","game_date","season_year","team_name","opp_team_name","venue","period","situation_type","goals_for","goals_against","event","event_successful","event_type","player_name_2","x_coord_2","y_coord_2","min_dist_from_pl_def_percent","sec_dist_from_pl_def_percent","pass_cluster"
"Nelli Laitinen",92,106,15,5,25.3821690109688,"Noemi Ryhner",45.6727000401727,"Lara Christen",0,0,0,42.7200187265877,"16/2/2022",2021,"Olympic (Women) - Finland","Olympic (Women) - Switzerland","home",3,"5 on 4",3,0,"Play",1,"Direct","Viivi Vainikka",129,51,0.0604560151696205,0.088855005800724,4
"Nicole Vallario",246,93,61,5,58.9509649203806,"Emma Maltais",59.193991668619,"Jillian Saulnier",0,0,0,38.0131556174964,"14/2/2022",2021,"Olympic (Women) - Switzerland","Olympic (Women) - Canada","away",1,"5 on 4",0,5,"Play",1,"Direct","Rahel Enzler",115,30,0.0954694524407387,0.075860433280468,4
"Nicole Vallario",35,161,80,5,51.8503575966359,"Susanna Tapani",59.252813510296,"Minnamari Tuominen",0,0,0,36.4005494464026,"16/2/2022",2021,"Olympic (Women) - Switzerland","Olympic (Women) - Finland","away",1,"5 on 4",0,1,"Play",1,"Direct","Sinja Leemann",132,58,0.0954694524407387,0.075860433280468,10
"Nicole Vallario",52,136,70,5,87.61866263,"Michelle Karvinen",96.37593239,"Susanna Tapani",0,0,0,51,"16/2/2022",2021,"Olympic (Women) - Switzerland","Olympic (Women) - Finland","away",1,"5 on 4",0,1,"Play",1,"Direct","Sinja Leemann",136,19,0.146133452653885,0.106637321412563,3
"Nicole Vallario",686,18,16,2,65.0052974662112,"Yekaterina Dobrodeyeva",67.0425775403938,"Valeria Pavlova",0,0,0,34.7850542618522,"12/2/2022",2021,"Olympic (Women) - Switzerland","Olympic (Women) - Olympic Athletes from Russia","away",1,"5 on 4",0,0,"Play",0,"Direct","Evelina Raselli",51,5,0.0604560151696205,0.110146403312683,6
"Nina Pirogova",47,182,60,5,3.14828437372878,"Alina Muller",12.2682110942075,"Lara Stalder",1,0,0,43.3820239269677,"12/2/2022",2021,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland","home",3,"5 on 4",2,3,"Play",1,"Direct","Anna Shibanova",143,41,0.0975486859679222,0.140950575470924,10
"Nina Pirogova",61,196,51,5,10.7223800101711,"Andrea Brandli",11.5496676051069,"Shannon Sigrist",0,0,0,15.8113883008419,"12/2/2022",2021,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland","home",3,"5 on 4",2,3,"Play",1,"Direct","Olga Sosina",191,66,0.177797585725784,0.144507825374603,8
"Noora Tulus",391,147,81,5,26.9915456751535,"Alina Muller",30.1135163746809,"Noemi Ryhner",0,0,0,43.081318457076,"16/2/2022",2021,"Olympic (Women) - Finland","Olympic (Women) - Switzerland","home",1,"5 on 4",1,0,"Play",1,"Direct","Jenni Hiirikoski",131,41,0.286811232566833,0.299935936927795,3
"Noora Tulus",68,176,4,4,31.3485268278758,"Stefanie Wetli",42.3474276057087,"Noemi Ryhner",0,0,0,42.190046219458,"16/2/2022",2021,"Olympic (Women) - Finland","Olympic (Women) - Switzerland","home",3,"5 on 4",3,0,"Play",1,"Direct","Jenni Hiirikoski",134,8,0.286811232566833,0.299935936927795,10
"Noora Tulus",838,157,21,5,18.1602652510711,"Alexandra Vafina",22.4479107537757,"Valeria Pavlova",0,0,0,30.5286750449475,"8/2/2022",2021,"Olympic (Women) - Finland","Olympic (Women) - Olympic Athletes from Russia","home",3,"5 on 4",5,0,"Play",1,"Direct","Jenni Hiirikoski",131,37,0.0975486859679222,0.140950575470924,10
"Olga Sosina",104,135,80,5,22.0828824073798,"Alina Muller",22.4025641268215,"Lara Stalder",0,0,0,53.0377224247045,"12/2/2022",2021,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland","home",3,"5 on 4",2,3,"Play",1,"Direct","Anna Shibanova",133,27,0.0604560151696205,0.110146403312683,3
"Olga Sosina",38,158,66,5,8.62317506797308,"Stefanie Wetli",11.1963876357516,"Alina Muller",0,0,0,47.0106370941726,"12/2/2022",2021,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland","home",3,"5 on 4",2,3,"Play",1,"Direct","Anna Shokhina",157,19,0.0583615228533745,0.0662275031208992,1
"Olga Sosina",43,157,62,5,14.6343074263684,"Alina Muller",19.6626936380376,"Stefanie Wetli",0,0,0,29.4108823397055,"12/2/2022",2021,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland","home",3,"5 on 4",2,3,"Play",1,"Direct","Anna Shibanova",148,34,0.0604560151696205,0.110146403312683,10
"Olga Sosina",478,139,83,5,15.2268083711942,"Andrea Brandli",26.8487730759867,"Noemi Ryhner",0,0,0,30.0166620396073,"12/2/2022",2021,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland","home",1,"5 on 4",0,0,"Play",0,"Direct","Anna Shokhina",165,68,0.0967271402478218,0.130676880478859,1
"Olga Sosina",49,149,64,5,16.1515205255316,"Alina Muller",17.6428585349413,"Lara Stalder",0,0,0,32.0624390837628,"12/2/2022",2021,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland","home",3,"5 on 4",2,3,"Play",1,"Direct","Nina Pirogova",181,66,0.0604560151696205,0.110146403312683,1
"Olga Sosina",59,184,73,5,26.6834693375518,"Lara Stalder",28.4995276350353,"Shannon Sigrist",0,0,0,51.3517283058711,"12/2/2022",2021,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland","home",3,"5 on 4",2,3,"Play",1,"Direct","Anna Shibanova",133,67,0.0604560151696205,0.088855005800724,10
"Olga Sosina",70,152,75,5,5.41985636229803,"Lara Stalder",14.7987539510297,"Stefanie Wetli",0,0,0,62.0322496770833,"12/2/2022",2021,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland","home",3,"5 on 4",2,3,"Play",0,"Direct","Anna Shokhina",150,13,0.0583615228533745,0.0662275031208992,3
"Olga Sosina",98,151,82,5,34.5056483442599,"Lara Stalder",36.6283413281835,"Stefanie Wetli",0,0,0,34.828149534536,"12/2/2022",2021,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland","home",3,"5 on 4",2,3,"Play",1,"Direct","Anna Shibanova",129,55,0.0604560151696205,0.088855005800724,3
"Petra Nieminen",388,142,65,5,31.8374388287313,"Sarah Forster",33.6116719879664,"Alina Muller",0,0,0,12.369316876853,"16/2/2022",2021,"Olympic (Women) - Finland","Olympic (Women) - Switzerland","home",1,"5 on 4",1,0,"Play",1,"Direct","Jenni Hiirikoski",130,62,0.0563192255795002,0.115687847137451,3
"Petra Nieminen",58,152,51,5,0.149796700824689,"Noemi Ryhner",3.60837002974535,"Stefanie Wetli",2,0,0,30.0665927567458,"16/2/2022",2021,"Olympic (Women) - Finland","Olympic (Women) - Switzerland","home",3,"5 on 4",3,0,"Play",1,"Direct","Michelle Karvinen",182,53,0.101795025169849,0.0638723969459534,1
"Petra Nieminen",849,167,14,5,0.613358640159168,"Alexandra Vafina",15.7365609910887,"Anna Savonina",1,0,0,43.0116263352131,"8/2/2022",2021,"Olympic (Women) - Finland","Olympic (Women) - Olympic Athletes from Russia","home",3,"5 on 4",5,0,"Play",1,"Direct","Susanna Tapani",166,57,0.0954694524407387,0.075860433280468,7
"Phoebe Staenz",549,79,31,2,2.3857302224,"Petra Nieminen",16.074022684,"Noora Tulus",1,0,0,25,"16/2/2022",2021,"Olympic (Women) - Switzerland","Olympic (Women) - Finland","away",2,"5 on 4",0,1,"Play",1,"Direct","Lara Christen",55,24,0.146133452653885,0.106637321412563,9
"Phoebe Staenz",658,164,65,5,103.532899547943,"Olga Sosina",123.09044650207,"Oxana Bratishcheva",0,0,0,15.6204993518133,"12/2/2022",2021,"Olympic (Women) - Switzerland","Olympic (Women) - Olympic Athletes from Russia","away",3,"5 on 4",2,1,"Play",1,"Direct","Lara Stalder",154,77,0.0583615228533745,0.0662275031208992,10
"Phoebe Staenz",712,135,6,4,52.8103751954905,"Nina Pirogova",64.0409920169932,"Valeria Pavlova",0,0,0,32.5729949498047,"12/2/2022",2021,"Olympic (Women) - Switzerland","Olympic (Women) - Olympic Athletes from Russia","away",1,"5 on 4",0,0,"Play",1,"Direct","Keely Moy",145,37,0.155789777636528,0.138872087001801,3
"Rahel Enzler",1016,178,81,4,17.0670637592038,"Michelle Karvinen",26.3492059818319,"Ronja Savolainen",0,0,0,39.0512483795333,"16/2/2022",2021,"Olympic (Women) - Switzerland","Olympic (Women) - Finland","away",3,"5 on 4",0,1,"Play",1,"Direct","Dominique Ruegg",139,83,0.232811734080315,0.169661268591881,10
"Rahel Enzler",213,150,73,3,52.9093739605969,"Claire Thompson",56.3743105785236,"Sarah Nurse",0,0,0,12.0830459735946,"14/2/2022",2021,"Olympic (Women) - Switzerland","Olympic (Women) - Canada","away",1,"5 on 4",0,5,"Play",1,"Direct","Shannon Sigrist",145,84,0.146133452653885,0.106637321412563,3
"Rahel Enzler",42,162,25,5,23.7034249321399,"Michelle Karvinen",29.4107136634504,"Nelli Laitinen",0,0,0,19.9248588451713,"16/2/2022",2021,"Olympic (Women) - Switzerland","Olympic (Women) - Finland","away",1,"5 on 4",0,1,"Play",0,"Direct","Evelina Raselli",181,19,0.103324539959431,0.0775733068585396,1
"Rahel Enzler",603,182,82,5,9.99631605,"Laura Stacey",10.54252586,"Jocelyne Larocque",0,0,0,51,"14/2/2022",2021,"Olympic (Women) - Switzerland","Olympic (Women) - Canada","away",3,"5 on 4",3,9,"Play",0,"Direct","Sinja Leemann",131,82,0.0954694524407387,0.075860433280468,10
"Rahel Enzler",653,186,16,5,13.0917058453353,"Liana Ganeyeva",15.3276668270844,"Oxana Bratishcheva",0,0,0,8.06225774829855,"12/2/2022",2021,"Olympic (Women) - Switzerland","Olympic (Women) - Olympic Athletes from Russia","away",1,"5 on 4",0,0,"Play",1,"Direct","Dominique Ruegg",194,17,0.089159294962883,0.0693348720669746,7
"Rahel Enzler",662,143,37,5,96.7096815001742,"Olga Sosina",120.640229226325,"Valeria Merkusheva",0,0,0,6.32455532033676,"12/2/2022",2021,"Olympic (Women) - Switzerland","Olympic (Women) - Olympic Athletes from Russia","away",3,"5 on 4",2,1,"Play",1,"Direct","Dominique Ruegg",145,31,0.101795025169849,0.0638723969459534,3
"Rebecca Johnston",120,191,60,4,42.7987252842689,"Noemi Ryhner",47.178240696844,"Stefanie Wetli",0,0,0,55.1089829338194,"14/2/2022",2021,"Olympic (Women) - Canada","Olympic (Women) - Switzerland","home",2,"5 on 4",8,3,"Play",1,"Direct","Sarah Fillier",137,71,0.0563192255795002,0.115687847137451,10
"Rebecca Johnston",125,135,2,4,60.8494546899704,"Noemi Ryhner",91.0658523345345,NA,0,0,0,22.2036033111745,"14/2/2022",2021,"Olympic (Women) - Canada","Olympic (Women) - Switzerland","home",2,"5 on 4",8,3,"Play",1,"Direct","Erin Ambrose",132,24,0.0967271402478218,0.130676880478859,3
"Rebecca Johnston",358,136,62,5,20.0644869836775,"Amanda Kessel",34.6600741061832,"Alex Carpenter",0,0,0,25.4950975679639,"8/2/2022",2021,"Olympic (Women) - Canada","Olympic (Women) - United States","away",1,"5 on 4",0,0,"Play",1,"Direct","Erin Ambrose",131,37,0.0975486859679222,0.140950575470924,3
"Rebecca Johnston",360,161,73,5,25.8026403556367,"Alex Carpenter",33.6182555305404,"Amanda Kessel",0,0,0,36.2353418639869,"8/2/2022",2021,"Olympic (Women) - Canada","Olympic (Women) - United States","away",1,"5 on 4",0,0,"Play",1,"Direct","Erin Ambrose",133,50,0.0954694524407387,0.075860433280468,10
"Rebecca Johnston",366,176,3,5,36.5442264539764,"Amanda Kessel",39.4719753116644,"Alex Carpenter",0,0,0,48.0832611206852,"8/2/2022",2021,"Olympic (Women) - Canada","Olympic (Women) - United States","away",1,"5 on 4",0,0,"Play",1,"Direct","Marie-Philip Poulin",130,17,0.0583615228533745,0.0662275031208992,10
"Ronja Savolainen",212,138,28,5,55.8904337132482,"Noemi Ryhner",90.1831454789028,"Alina Muller",0,0,0,33.1360830515618,"16/2/2022",2021,"Olympic (Women) - Finland","Olympic (Women) - Switzerland","home",2,"5 on 4",1,0,"Play",1,"Direct","Nelli Laitinen",141,61,0.103324539959431,0.0775733068585396,3
"Ronja Savolainen",356,153,47,4,1.3573523331191,NA,11.9037944783114,"Lena Marie Lutz",1,0,1,15.8113883008419,"16/2/2022",2021,"Olympic (Women) - Finland","Olympic (Women) - Switzerland","home",3,"5 on 4",2,0,"Play",1,"Direct","Elisa Holopainen",158,32,0.0745730698108673,0.0718630850315094,1
"Sarah Fillier",118,135,60,4,90.7807533044428,"Noemi Ryhner",102.002537916178,NA,0,0,0,38.6393581727233,"14/2/2022",2021,"Olympic (Women) - Canada","Olympic (Women) - Switzerland","home",2,"5 on 4",8,3,"Play",1,"Direct","Marie-Philip Poulin",142,22,0.0745730698108673,0.0718630850315094,3
"Sarah Nurse",199,143,42,4,97.6282112134193,"Keely Moy",99.0688691761472,NA,0,0,0,16.1554944214035,"14/2/2022",2021,"Olympic (Women) - Canada","Olympic (Women) - Switzerland","home",2,"5 on 4",8,3,"Play",1,"Direct","Jocelyne Larocque",149,57,0.177797585725784,0.144507825374603,3
"Sarah Nurse",203,160,65,4,88.96634974,NA,92.987416178,"Keely Moy",0,0,0,35,"14/2/2022",2021,"Olympic (Women) - Canada","Olympic (Women) - Switzerland","home",2,"5 on 4",8,3,"Play",1,"Direct","Claire Thompson",139,37,0.0604560151696205,0.088855005800724,10
"Savannah Harmon",123,131,42,5,80.8271278613337,"Sarah Nurse",95.8326230595427,"Brianne Jenner",0,0,0,27.2946881279124,"8/2/2022",2021,"Olympic (Women) - United States","Olympic (Women) - Canada","home",1,"5 on 4",0,1,"Play",1,"Direct","Hilary Knight",135,15,0.0604560151696205,0.110146403312683,3
"Savannah Harmon",259,66,46,4,13.5711019237354,"Brianne Jenner",25.7115940013586,"Erin Ambrose",0,0,0,61.400325732035,"8/2/2022",2021,"Olympic (Women) - United States","Olympic (Women) - Canada","home",2,"5 on 4",2,3,"Play",0,"Direct","Kendall Coyne Schofield",115,83,0.101795025169849,0.0638723969459534,5
"Shannon Sigrist",566,84,71,3,2.50892909535884,"Emma Maltais",8.55963677403838,"Mich Zandee-Hart",1,0,0,35.6089876295297,"14/2/2022",2021,"Olympic (Women) - Switzerland","Olympic (Women) - Canada","away",3,"5 on 4",3,9,"Play",1,"Direct","Alina Muller",112,49,0.0954694524407387,0.075860433280468,4
"Sinja Leemann",125,133,29,5,78.8617475616982,"Jillian Saulnier",96.7056291358263,"Emma Maltais",0,0,0,51.5460958754395,"14/2/2022",2021,"Olympic (Women) - Switzerland","Olympic (Women) - Canada","away",1,"5 on 4",0,5,"Play",1,"Direct","Nicole Vallario",149,78,0.101795025169849,0.0638723969459534,3
"Sinja Leemann",255,9,57,4,45.816530753901,"Mich Zandee-Hart",70.6493014050961,"Jillian Saulnier",0,0,0,36.4005494464026,"14/2/2022",2021,"Olympic (Women) - Switzerland","Olympic (Women) - Canada","away",1,"5 on 4",0,5,"Play",1,"Direct","Dominique Ruegg",38,79,0.0604560151696205,0.110146403312683,6
"Sinja Leemann",32,137,34,5,32.2170830432583,"Michelle Karvinen",41.016216537169,"Susanna Tapani",0,0,0,28.3019433961698,"16/2/2022",2021,"Olympic (Women) - Switzerland","Olympic (Women) - Finland","away",1,"5 on 4",0,1,"Play",1,"Direct","Evelina Raselli",161,19,0.0583615228533745,0.0662275031208992,1
"Sinja Leemann",50,145,8,5,67.854156619235,"Michelle Karvinen",76.4125876162596,"Susanna Tapani",0,0,0,36.7151195013716,"16/2/2022",2021,"Olympic (Women) - Switzerland","Olympic (Women) - Finland","away",1,"5 on 4",0,1,"Play",1,"Direct","Nicole Vallario",127,40,0.179419070482254,0.124843999743462,3
"Sinja Leemann",612,88,59,2,1.31717462474026,"Laura Stacey",7.89301234964474,"Blayre Turnbull",1,0,0,69.8140387028282,"14/2/2022",2021,"Olympic (Women) - Switzerland","Olympic (Women) - Canada","away",3,"5 on 4",3,9,"Play",1,"Direct","Evelina Raselli",131,4,0.101795025169849,0.0638723969459534,4
"Valeria Pavlova",475,151,82,5,28.2245502912297,"Noemi Ryhner",28.8939395579585,"Alina Muller",0,0,0,36.2353418639869,"12/2/2022",2021,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland","home",1,"5 on 4",0,0,"Play",1,"Direct","Anna Shibanova",134,50,0.0954694524407387,0.075860433280468,3
"Valeria Pavlova",478,142,82,5,27.4047774651723,"Andrea Brandli",34.0522216332725,"Noemi Ryhner",0,0,0,3.16227766016838,"12/2/2022",2021,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland","home",1,"5 on 4",0,0,"Play",1,"Direct","Olga Sosina",139,83,0.155789777636528,0.138872087001801,3
"Viivi Vainikka",141,194,68,5,68.7692230610541,"Shannon Sigrist",78.140937730079,"Alina Muller",0,0,0,42.154477816716,"16/2/2022",2021,"Olympic (Women) - Finland","Olympic (Women) - Switzerland","home",2,"5 on 4",1,0,"Play",1,"Direct","Michelle Karvinen",155,84,0.0563192255795002,0.115687847137451,8
"Viivi Vainikka",148,170,37,5,52.6745851909796,"Alina Muller",54.9869397668323,"Noemi Ryhner",0,0,0,7.61577310586391,"16/2/2022",2021,"Olympic (Women) - Finland","Olympic (Women) - Switzerland","home",2,"5 on 4",1,0,"Play",1,"Direct","Ronja Savolainen",163,40,0.0967271402478218,0.130676880478859,8
"Viivi Vainikka",173,190,71,5,30.893718004824,"Oxana Bratishcheva",31.9188699079702,"Maria Sorokina",0,0,0,25.6320112359526,"8/2/2022",2021,"Olympic (Women) - Finland","Olympic (Women) - Olympic Athletes from Russia","home",1,"5 on 4",1,0,"Play",1,"Direct","Nelli Laitinen",166,80,0.0967271402478218,0.130676880478859,8
"Viivi Vainikka",781,168,18,5,25.6069346578973,"Valeria Merkusheva",34.1784353886275,"Maria Pechnikova",0,0,0,11.0453610171873,"8/2/2022",2021,"Olympic (Women) - Finland","Olympic (Women) - Olympic Athletes from Russia","home",3,"5 on 4",5,0,"Play",1,"Direct","Elisa Holopainen",179,19,0.248827621340752,0.197685390710831,7
